t_s,x,y,yaw,dtrans_m,drot_rad,cmd_lin,cmd_ang,stamp_age_s,moving
547.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.79,0
548.06,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.798,0
548.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.796,0
549.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.792,0
549.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.791,0
550.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.787,0
550.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.793,0
551.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.789,0
551.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
552.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.79,0
552.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.788,0
553.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.788,0
553.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
554.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.781,0
554.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.783,0
555.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
555.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.784,0
556.06,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
556.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
557.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.785,0
557.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.781,0
558.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.782,0
558.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,-0.282,0
559.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,0.218,0
559.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,0.718,0
560.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,1.217,0
560.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,1.722,0
561.07,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,2.227,0
561.57,-0.1129,0.0055,0.1617,0.0,0.0,0.0,0.0,2.719,0
562.07,0.0,-0.0,0.0,0.1131,0.1617,0.0,0.0,-0.783,0
562.57,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.692,0
563.07,-0.2263,0.0842,2.5449,0.2415,2.5449,0.0,0.0,-0.79,0
563.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.79,0
564.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.787,0
564.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.79,0
565.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.789,0
565.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.789,0
566.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.786,0
566.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.783,0
567.08,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.775,0
567.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.786,0
568.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.786,0
568.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.786,0
569.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.786,0
569.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.782,0
570.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.783,0
570.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.781,0
571.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.783,0
571.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.781,0
572.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.78,0
572.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.779,0
573.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,-0.281,0
573.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,0.219,0
574.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,0.721,0
574.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,1.219,0
575.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,1.719,0
575.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,2.219,0
576.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,2.719,0
576.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,3.22,0
577.07,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,3.723,0
577.57,-0.2263,0.0842,2.5449,0.0,0.0,0.0,0.0,4.219,0
578.07,-0.2472,0.0642,2.5344,0.029,0.0104,0.0,0.0,-0.861,0
578.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
579.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
579.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.862,0
580.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
580.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
581.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
581.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
582.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.856,0
582.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
583.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.856,0
583.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.854,0
584.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.854,0
584.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
585.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.852,0
585.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.752,0
586.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.852,0
586.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
587.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
587.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
588.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
588.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
589.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
589.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.846,0
590.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
590.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
591.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.844,0
591.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.844,0
592.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.841,0
592.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
593.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
593.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
594.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
594.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
595.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
595.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
596.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
596.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.837,0
597.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.833,0
597.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.834,0
598.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
598.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
599.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
599.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
600.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
600.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
601.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
601.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
602.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
602.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
603.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
603.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
604.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.823,0
604.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
605.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
605.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.823,0
606.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
606.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
607.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
607.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
608.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.815,0
608.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
609.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
609.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
610.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
610.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.814,0
611.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
611.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
612.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
612.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
613.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
613.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
614.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.807,0
614.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
615.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
615.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
616.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.802,0
616.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.804,0
617.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
617.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.801,0
618.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
618.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.795,0
619.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
619.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
620.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
620.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.794,0
621.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
621.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
622.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
622.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
623.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.792,0
623.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.793,0
624.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.785,0
624.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.892,0
625.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.889,0
625.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.883,0
626.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.787,0
626.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
627.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
627.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
628.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.779,0
628.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.881,0
629.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
629.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.881,0
630.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.783,0
630.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.779,0
631.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
631.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
632.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
632.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
633.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.776,0
633.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
634.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.775,0
634.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.874,0
635.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.872,0
635.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.768,0
636.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.871,0
636.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.771,0
637.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.87,0
637.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.77,0
638.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.871,0
638.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.87,0
639.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.766,0
639.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.865,0
640.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.865,0
640.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
641.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.863,0
641.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
642.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
642.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.86,0
643.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
643.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
644.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
644.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
645.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.855,0
645.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.855,0
646.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
646.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.852,0
647.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.851,0
647.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
648.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.851,0
648.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
649.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
649.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
650.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
650.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.843,0
651.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
651.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.739,0
652.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
652.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
653.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.741,0
653.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
654.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.837,0
654.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.823,0
655.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
655.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
656.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.835,0
656.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
657.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.835,0
657.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.834,0
658.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.834,0
658.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.823,0
659.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
659.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.832,0
660.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
660.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.833,0
661.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.833,0
661.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
662.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
662.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.819,0
663.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.828,0
663.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
664.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.828,0
664.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
665.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
665.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
666.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
666.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
667.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
667.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
668.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.819,0
668.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.811,0
669.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
669.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
670.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.818,0
670.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.819,0
671.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.815,0
671.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.814,0
672.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
672.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
673.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.811,0
673.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
674.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
674.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
675.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.807,0
675.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.795,0
676.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
676.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
677.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
677.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
678.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.799,0
678.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.801,0
679.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
679.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.799,0
680.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.794,0
680.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
681.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.802,0
681.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
682.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.794,0
682.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
683.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.791,0
683.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
684.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.79,0
684.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
685.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.789,0
685.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.794,0
686.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.792,0
686.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.791,0
687.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.779,0
687.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
688.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.789,0
688.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.891,0
689.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.789,0
689.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
690.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.784,0
690.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
691.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.781,0
691.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.886,0
692.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
692.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.885,0
693.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.881,0
693.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
694.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.879,0
694.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.78,0
695.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
695.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.875,0
696.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.874,0
696.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.875,0
697.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.872,0
697.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.875,0
698.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.768,0
698.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.873,0
699.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.87,0
699.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.773,0
700.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.771,0
700.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.864,0
701.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
701.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.762,0
702.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
702.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.754,0
703.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
703.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.765,0
704.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.861,0
704.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.864,0
705.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.761,0
705.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.763,0
706.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.764,0
706.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.861,0
707.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
707.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.75,0
708.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.745,0
708.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
709.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.757,0
