t_s,x,y,yaw,dtrans_m,drot_rad,cmd_lin,cmd_ang,stamp_age_s,moving
709.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.852,0
710.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
710.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
711.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.851,0
711.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.85,0
712.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.747,0
712.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
713.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
713.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
714.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.846,0
714.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
715.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
715.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.841,0
716.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.843,0
716.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
717.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
717.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.839,0
718.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
718.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
719.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.841,0
719.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
720.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.835,0
720.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
721.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.834,0
721.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.837,0
722.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
722.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
723.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
723.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.832,0
724.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
724.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
725.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
725.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
726.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
726.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
727.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
727.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
728.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
728.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
729.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.724,0
729.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
730.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
730.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.82,0
731.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
731.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
732.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.82,0
732.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
733.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
733.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.808,0
734.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
734.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
735.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.811,0
735.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
736.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
736.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.808,0
737.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
737.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
738.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
738.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.803,0
739.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
739.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.804,0
740.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.785,0
740.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.799,0
741.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
741.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
742.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
742.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.793,0
743.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
743.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.801,0
744.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.792,0
744.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
745.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
745.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.783,0
746.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.791,0
746.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
747.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.795,0
747.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.79,0
748.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.792,0
748.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.795,0
749.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.794,0
749.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
750.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.791,0
750.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.787,0
751.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
751.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.887,0
752.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
752.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.882,0
753.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.872,0
753.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.785,0
754.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.88,0
754.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.774,0
755.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.778,0
755.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.781,0
756.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.877,0
756.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
757.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
757.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
758.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.877,0
758.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.876,0
759.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.874,0
759.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.774,0
760.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.773,0
760.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.867,0
761.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.868,0
761.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.77,0
762.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.769,0
762.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.766,0
763.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.768,0
763.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.76,0
764.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.766,0
764.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.867,0
765.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
765.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.861,0
766.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.863,0
766.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.764,0
767.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.755,0
767.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
768.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.762,0
768.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.863,0
769.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.861,0
769.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.759,0
770.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.855,0
770.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
771.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.757,0
771.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
772.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.856,0
772.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.756,0
773.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.851,0
773.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.748,0
774.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
774.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.85,0
775.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.85,0
775.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.748,0
776.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
776.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.843,0
777.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
777.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
778.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.844,0
778.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.846,0
779.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
779.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.844,0
780.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
780.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.841,0
781.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
781.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.839,0
782.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.839,0
782.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
783.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
783.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
784.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.838,0
784.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
785.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
785.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
786.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
786.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
787.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
787.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
788.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
788.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
789.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
789.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
790.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
790.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
791.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
791.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.82,0
792.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
792.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
793.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
793.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
794.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
794.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
795.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.818,0
795.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
796.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.807,0
796.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
797.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
797.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
798.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
798.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.817,0
799.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.815,0
799.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
800.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
800.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.805,0
801.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
801.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
802.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.795,0
802.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
803.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
803.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.809,0
804.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.806,0
804.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.807,0
805.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.806,0
805.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.806,0
806.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.808,0
806.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.799,0
807.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.802,0
807.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.801,0
808.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.802,0
808.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
809.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
809.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
810.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.8,0
810.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
811.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.782,0
811.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.799,0
812.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
812.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.798,0
813.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.797,0
813.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.796,0
814.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.791,0
814.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.792,0
815.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.793,0
815.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.79,0
816.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.793,0
816.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.784,0
817.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.788,0
817.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
818.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.787,0
818.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.786,0
819.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.784,0
819.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
820.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.878,0
820.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.78,0
821.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.78,0
821.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.87,0
822.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.779,0
822.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.871,0
823.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.777,0
823.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
824.08,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.866,0
824.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.776,0
825.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.875,0
825.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.77,0
826.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.871,0
826.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.871,0
827.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.77,0
827.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.868,0
828.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.865,0
828.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.862,0
829.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.867,0
829.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.767,0
830.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.864,0
830.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.865,0
831.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.869,0
831.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.762,0
832.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.762,0
832.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.861,0
833.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
833.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.86,0
834.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.757,0
834.58,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.85,0
835.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.76,0
835.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.758,0
836.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
836.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
837.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.858,0
837.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.758,0
838.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.857,0
838.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.859,0
839.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.86,0
839.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.855,0
840.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
840.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.854,0
841.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.852,0
841.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.853,0
842.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.851,0
842.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.85,0
843.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
843.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
844.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
844.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
845.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
845.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
846.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.848,0
846.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.849,0
847.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.842,0
847.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.845,0
848.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.846,0
848.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.847,0
849.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.841,0
849.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.839,0
850.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
850.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.84,0
851.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
851.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
852.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.836,0
852.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
853.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.833,0
853.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.833,0
854.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.83,0
854.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
855.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
855.56,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.831,0
856.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
856.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
857.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.823,0
857.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
858.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
858.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
859.06,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.829,0
859.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
860.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.826,0
860.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
861.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
861.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.824,0
862.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.827,0
862.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.825,0
863.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
863.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
864.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.822,0
864.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.82,0
865.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.821,0
865.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.819,0
866.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.819,0
866.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.818,0
867.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.81,0
867.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
868.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.816,0
868.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
869.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.811,0
869.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.813,0
870.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.807,0
870.57,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
871.07,-0.2472,0.0642,2.5344,0.0,0.0,0.0,0.0,-0.812,0
