1787131549,440495315,,esp32,99.9764175415039,120.55491638183594,139.5347137451172,30
1787131549,440550382,,lidar,99.26200103759766,103.72366333007812,103.75762176513672,30
1787131549,440555567,,ui,0.0,0.0,0.0,0
1787131550,440605669,,esp32,99.96736145019531,120.52649688720703,139.5347137451172,30
1787131550,440746494,,lidar,99.26009368896484,103.71846008300781,103.75762176513672,30
1787131550,440767359,,ui,0.0,0.0,0.0,0
1787131551,440664746,,esp32,99.96736145019531,120.49807739257812,139.5347137451172,30
1787131551,440777141,,lidar,99.25818634033203,103.71326446533203,103.75762176513672,30
1787131551,440791369,,ui,0.0,0.0,0.0,0
1787131552,440621426,,esp32,99.96819305419922,120.612548828125,139.5347137451172,30
1787131552,440760637,,lidar,99.25818634033203,103.70806884765625,103.75762176513672,30
1787131552,440784738,,ui,0.0,0.0,0.0,0
1787131553,440532573,,esp32,99.98690795898438,125.00123596191406,139.85227966308594,30
1787131553,440571627,,lidar,99.26009368896484,103.70286560058594,103.75762176513672,30
1787131553,440574443,,ui,0.0,0.0,0.0,0
1787131554,440771831,,esp32,99.9764175415039,123.11376953125,139.85227966308594,30
1787131554,440888860,,lidar,99.26009368896484,103.7000961303711,103.75762176513672,30
1787131554,440902279,,ui,0.0,0.0,0.0,0
1787131555,440743830,,esp32,99.98690795898438,121.22630310058594,139.85227966308594,30
1787131555,440863786,,lidar,99.26009368896484,103.69792175292969,103.75762176513672,30
1787131555,440872156,,ui,0.0,0.0,0.0,0
1787131556,440704222,,esp32,99.98690795898438,120.655029296875,139.85227966308594,30
1787131556,440849059,,lidar,99.26009368896484,103.73925018310547,103.94168090820312,30
1787131556,440869568,,ui,0.0,0.0,0.0,0
1787131557,440787649,,esp32,99.98404693603516,120.6478271484375,139.85227966308594,30
1787131557,440949087,,lidar,99.25914001464844,103.74468994140625,103.94168090820312,30
1787131557,440970348,,ui,0.0,0.0,0.0,0
1787131558,440883613,,esp32,99.97582244873047,120.640625,139.85227966308594,30
1787131558,441098430,,lidar,99.25818634033203,103.74259185791016,103.94168090820312,30
1787131558,441124093,,ui,0.0,0.0,0.0,0
1787131559,440971534,,esp32,99.97582244873047,120.6334228515625,139.85227966308594,30
1787131559,441234743,,lidar,99.25711059570312,103.74002075195312,103.94168090820312,30
1787131559,441267789,,ui,0.0,0.0,0.0,0
1787131560,440820478,,esp32,99.97927856445312,120.62622833251953,139.85227966308594,30
1787131560,441043404,,lidar,99.25711059570312,103.73768615722656,103.94168090820312,30
1787131560,441070926,,ui,0.0,0.0,0.0,0
1787131561,440991972,,esp32,99.98404693603516,120.61902618408203,139.85227966308594,30
1787131561,441234049,,lidar,99.25663757324219,103.73534393310547,103.94168090820312,30
1787131561,441261100,,ui,0.0,0.0,0.0,0
1787131562,440959554,,esp32,99.98690795898438,120.61182403564453,139.85227966308594,30
1787131562,441210988,,lidar,99.25663757324219,103.7330093383789,103.94168090820312,30
1787131562,441239330,,ui,0.0,0.0,0.0,0
1787131563,441051196,,esp32,99.98404693603516,120.60462188720703,139.85227966308594,30
1787131563,441205952,,lidar,99.25663757324219,103.73067474365234,103.94168090820312,30
1787131563,441220145,,ui,0.0,0.0,0.0,0
1787131564,440935544,,esp32,99.97212982177734,120.59742736816406,139.85227966308594,30
1787131564,441103941,,lidar,99.25604248046875,103.73043823242188,103.94168090820312,30
1787131564,441118663,,ui,0.0,0.0,0.0,0
1787131565,440891879,,esp32,99.97927856445312,120.59022521972656,139.85227966308594,30
1787131565,441035273,,lidar,99.25818634033203,103.73043823242188,103.94168090820312,30
1787131565,441050855,,ui,0.0,0.0,0.0,0
1787131566,440829568,,esp32,99.97927856445312,120.58878326416016,139.85227966308594,30
1787131566,440985628,,lidar,99.26009368896484,103.73043823242188,103.94168090820312,30
1787131566,441000628,,ui,0.0,0.0,0.0,0
1787131567,440976515,,esp32,99.98404693603516,120.37799072265625,139.85227966308594,30
1787131567,441204956,,lidar,99.26009368896484,103.73043823242188,103.94168090820312,30
1787131567,441240015,,ui,0.0,0.0,0.0,0
